"Team","Team.link","team.link.ref","Conf","Conf.link","conf.link.ref","Year"
"Maryland Eastern Shore","team.php?team=Maryland+Eastern+Shore","Maryland+Eastern+Shore","MEAC","conf.php?c=MEAC","MEAC",2020
"Massachusetts","team.php?team=Massachusetts","Massachusetts","A10","conf.php?c=A10","A10",2020
"McNeese St.","team.php?team=McNeese+St.","McNeese+St.","Slnd","conf.php?c=Slnd","Slnd",2020
"Memphis","team.php?team=Memphis","Memphis","Amer","conf.php?c=Amer","Amer",2020
"Mercer","team.php?team=Mercer","Mercer","SC","conf.php?c=SC","SC",2020
"Merrimack","team.php?team=Merrimack","Merrimack","NEC","conf.php?c=NEC","NEC",2020
"Miami FL","team.php?team=Miami+FL","Miami+FL","ACC","conf.php?c=ACC","ACC",2020
"Miami OH","team.php?team=Miami+OH","Miami+OH","MAC","conf.php?c=MAC","MAC",2020
"Michigan","team.php?team=Michigan","Michigan","B10","conf.php?c=B10","B10",2020
"Michigan St.","team.php?team=Michigan+St.","Michigan+St.","B10","conf.php?c=B10","B10",2020
"Middle Tennessee","team.php?team=Middle+Tennessee","Middle+Tennessee","CUSA","conf.php?c=CUSA","CUSA",2020
"Milwaukee","team.php?team=Milwaukee","Milwaukee","Horz","conf.php?c=Horz","Horz",2020
"Minnesota","team.php?team=Minnesota","Minnesota","B10","conf.php?c=B10","B10",2020
"Mississippi","team.php?team=Mississippi","Mississippi","SEC","conf.php?c=SEC","SEC",2020
"Mississippi St.","team.php?team=Mississippi+St.","Mississippi+St.","SEC","conf.php?c=SEC","SEC",2020
"Mississippi Valley St.","team.php?team=Mississippi+Valley+St.","Mississippi+Valley+St.","SWAC","conf.php?c=SWAC","SWAC",2020
"Missouri","team.php?team=Missouri","Missouri","SEC","conf.php?c=SEC","SEC",2020
"Missouri St.","team.php?team=Missouri+St.","Missouri+St.","MVC","conf.php?c=MVC","MVC",2020
"Monmouth","team.php?team=Monmouth","Monmouth","MAAC","conf.php?c=MAAC","MAAC",2020
"Montana","team.php?team=Montana","Montana","BSky","conf.php?c=BSky","BSky",2020
"Montana St.","team.php?team=Montana+St.","Montana+St.","BSky","conf.php?c=BSky","BSky",2020
"Morehead St.","team.php?team=Morehead+St.","Morehead+St.","OVC","conf.php?c=OVC","OVC",2020
"Morgan St.","team.php?team=Morgan+St.","Morgan+St.","MEAC","conf.php?c=MEAC","MEAC",2020
"Mount St. Mary's","team.php?team=Mount+St.+Mary%27s","Mount+St.+Mary%27s","NEC","conf.php?c=NEC","NEC",2020
"Murray St.","team.php?team=Murray+St.","Murray+St.","OVC","conf.php?c=OVC","OVC",2020
"N.C. State","team.php?team=N.C.+State","N.C.+State","ACC","conf.php?c=ACC","ACC",2020
"NJIT","team.php?team=NJIT","NJIT","ASun","conf.php?c=ASun","ASun",2020
"Navy","team.php?team=Navy","Navy","Pat","conf.php?c=Pat","Pat",2020
"Nebraska","team.php?team=Nebraska","Nebraska","B10","conf.php?c=B10","B10",2020
"Nebraska Omaha","team.php?team=Nebraska+Omaha","Nebraska+Omaha","Sum","conf.php?c=Sum","Sum",2020
"Nevada","team.php?team=Nevada","Nevada","MWC","conf.php?c=MWC","MWC",2020
"New Hampshire","team.php?team=New+Hampshire","New+Hampshire","AE","conf.php?c=AE","AE",2020
"New Mexico","team.php?team=New+Mexico","New+Mexico","MWC","conf.php?c=MWC","MWC",2020
"New Mexico St.","team.php?team=New+Mexico+St.","New+Mexico+St.","WAC","conf.php?c=WAC","WAC",2020
"New Orleans","team.php?team=New+Orleans","New+Orleans","Slnd","conf.php?c=Slnd","Slnd",2020
"Niagara","team.php?team=Niagara","Niagara","MAAC","conf.php?c=MAAC","MAAC",2020
"Nicholls St.","team.php?team=Nicholls+St.","Nicholls+St.","Slnd","conf.php?c=Slnd","Slnd",2020
"Norfolk St.","team.php?team=Norfolk+St.","Norfolk+St.","MEAC","conf.php?c=MEAC","MEAC",2020
"North Alabama","team.php?team=North+Alabama","North+Alabama","ASun","conf.php?c=ASun","ASun",2020
"North Carolina","team.php?team=North+Carolina","North+Carolina","ACC","conf.php?c=ACC","ACC",2020
"North Carolina A&T","team.php?team=North+Carolina+A%26T","North+Carolina+A%26T","MEAC","conf.php?c=MEAC","MEAC",2020
"North Carolina Central","team.php?team=North+Carolina+Central","North+Carolina+Central","MEAC","conf.php?c=MEAC","MEAC",2020
"North Dakota","team.php?team=North+Dakota","North+Dakota","Sum","conf.php?c=Sum","Sum",2020
"North Dakota St.","team.php?team=North+Dakota+St.","North+Dakota+St.","Sum","conf.php?c=Sum","Sum",2020
"North Florida","team.php?team=North+Florida","North+Florida","ASun","conf.php?c=ASun","ASun",2020
"North Texas","team.php?team=North+Texas","North+Texas","CUSA","conf.php?c=CUSA","CUSA",2020
"Northeastern","team.php?team=Northeastern","Northeastern","CAA","conf.php?c=CAA","CAA",2020
"Northern Arizona","team.php?team=Northern+Arizona","Northern+Arizona","BSky","conf.php?c=BSky","BSky",2020
"Northern Colorado","team.php?team=Northern+Colorado","Northern+Colorado","BSky","conf.php?c=BSky","BSky",2020
"Northern Illinois","team.php?team=Northern+Illinois","Northern+Illinois","MAC","conf.php?c=MAC","MAC",2020
"Northern Iowa","team.php?team=Northern+Iowa","Northern+Iowa","MVC","conf.php?c=MVC","MVC",2020
"Northern Kentucky","team.php?team=Northern+Kentucky","Northern+Kentucky","Horz","conf.php?c=Horz","Horz",2020
"Northwestern","team.php?team=Northwestern","Northwestern","B10","conf.php?c=B10","B10",2020
"Northwestern St.","team.php?team=Northwestern+St.","Northwestern+St.","Slnd","conf.php?c=Slnd","Slnd",2020
"Notre Dame","team.php?team=Notre+Dame","Notre+Dame","ACC","conf.php?c=ACC","ACC",2020
"Oakland","team.php?team=Oakland","Oakland","Horz","conf.php?c=Horz","Horz",2020
"Ohio","team.php?team=Ohio","Ohio","MAC","conf.php?c=MAC","MAC",2020
"Ohio St.","team.php?team=Ohio+St.","Ohio+St.","B10","conf.php?c=B10","B10",2020
"Oklahoma","team.php?team=Oklahoma","Oklahoma","B12","conf.php?c=B12","B12",2020
"Oklahoma St.","team.php?team=Oklahoma+St.","Oklahoma+St.","B12","conf.php?c=B12","B12",2020
"Old Dominion","team.php?team=Old+Dominion","Old+Dominion","CUSA","conf.php?c=CUSA","CUSA",2020
"Oral Roberts","team.php?team=Oral+Roberts","Oral+Roberts","Sum","conf.php?c=Sum","Sum",2020
"Oregon","team.php?team=Oregon","Oregon","P12","conf.php?c=P12","P12",2020
"Oregon St.","team.php?team=Oregon+St.","Oregon+St.","P12","conf.php?c=P12","P12",2020
"Pacific","team.php?team=Pacific","Pacific","WCC","conf.php?c=WCC","WCC",2020
"Penn","team.php?team=Penn","Penn","Ivy","conf.php?c=Ivy","Ivy",2020
"Penn St.","team.php?team=Penn+St.","Penn+St.","B10","conf.php?c=B10","B10",2020
"Pepperdine","team.php?team=Pepperdine","Pepperdine","WCC","conf.php?c=WCC","WCC",2020
"Pittsburgh","team.php?team=Pittsburgh","Pittsburgh","ACC","conf.php?c=ACC","ACC",2020
"Portland","team.php?team=Portland","Portland","WCC","conf.php?c=WCC","WCC",2020
"Portland St.","team.php?team=Portland+St.","Portland+St.","BSky","conf.php?c=BSky","BSky",2020
"Prairie View A&M","team.php?team=Prairie+View+A%26M","Prairie+View+A%26M","SWAC","conf.php?c=SWAC","SWAC",2020
"Presbyterian","team.php?team=Presbyterian","Presbyterian","BSth","conf.php?c=BSth","BSth",2020
"Princeton","team.php?team=Princeton","Princeton","Ivy","conf.php?c=Ivy","Ivy",2020
"Providence","team.php?team=Providence","Providence","BE","conf.php?c=BE","BE",2020
"Purdue","team.php?team=Purdue","Purdue","B10","conf.php?c=B10","B10",2020
"Purdue Fort Wayne","team.php?team=Purdue+Fort+Wayne","Purdue+Fort+Wayne","Sum","conf.php?c=Sum","Sum",2020
"Quinnipiac","team.php?team=Quinnipiac","Quinnipiac","MAAC","conf.php?c=MAAC","MAAC",2020
"Radford","team.php?team=Radford","Radford","BSth","conf.php?c=BSth","BSth",2020
"Rhode Island","team.php?team=Rhode+Island","Rhode+Island","A10","conf.php?c=A10","A10",2020
"Rice","team.php?team=Rice","Rice","CUSA","conf.php?c=CUSA","CUSA",2020
"Richmond","team.php?team=Richmond","Richmond","A10","conf.php?c=A10","A10",2020
"Rider","team.php?team=Rider","Rider","MAAC","conf.php?c=MAAC","MAAC",2020
"Robert Morris","team.php?team=Robert+Morris","Robert+Morris","NEC","conf.php?c=NEC","NEC",2020
"Rutgers","team.php?team=Rutgers","Rutgers","B10","conf.php?c=B10","B10",2020
"SIU Edwardsville","team.php?team=SIU+Edwardsville","SIU+Edwardsville","OVC","conf.php?c=OVC","OVC",2020
"SMU","team.php?team=SMU","SMU","Amer","conf.php?c=Amer","Amer",2020
"Sacramento St.","team.php?team=Sacramento+St.","Sacramento+St.","BSky","conf.php?c=BSky","BSky",2020
"Sacred Heart","team.php?team=Sacred+Heart","Sacred+Heart","NEC","conf.php?c=NEC","NEC",2020
"Saint Joseph's","team.php?team=Saint+Joseph%27s","Saint+Joseph%27s","A10","conf.php?c=A10","A10",2020
"Saint Louis","team.php?team=Saint+Louis","Saint+Louis","A10","conf.php?c=A10","A10",2020
"Saint Mary's","team.php?team=Saint+Mary%27s","Saint+Mary%27s","WCC","conf.php?c=WCC","WCC",2020
"Saint Peter's","team.php?team=Saint+Peter%27s","Saint+Peter%27s","MAAC","conf.php?c=MAAC","MAAC",2020
"Sam Houston St.","team.php?team=Sam+Houston+St.","Sam+Houston+St.","Slnd","conf.php?c=Slnd","Slnd",2020
"Samford","team.php?team=Samford","Samford","SC","conf.php?c=SC","SC",2020
"San Diego","team.php?team=San+Diego","San+Diego","WCC","conf.php?c=WCC","WCC",2020
"San Diego St.","team.php?team=San+Diego+St.","San+Diego+St.","MWC","conf.php?c=MWC","MWC",2020
"San Francisco","team.php?team=San+Francisco","San+Francisco","WCC","conf.php?c=WCC","WCC",2020
"San Jose St.","team.php?team=San+Jose+St.","San+Jose+St.","MWC","conf.php?c=MWC","MWC",2020
"Santa Clara","team.php?team=Santa+Clara","Santa+Clara","WCC","conf.php?c=WCC","WCC",2020
"Seattle","team.php?team=Seattle","Seattle","WAC","conf.php?c=WAC","WAC",2020
"Seton Hall","team.php?team=Seton+Hall","Seton+Hall","BE","conf.php?c=BE","BE",2020
"Siena","team.php?team=Siena","Siena","MAAC","conf.php?c=MAAC","MAAC",2020
"South Alabama","team.php?team=South+Alabama","South+Alabama","SB","conf.php?c=SB","SB",2020
"South Carolina","team.php?team=South+Carolina","South+Carolina","SEC","conf.php?c=SEC","SEC",2020
"South Carolina St.","team.php?team=South+Carolina+St.","South+Carolina+St.","MEAC","conf.php?c=MEAC","MEAC",2020
"South Dakota","team.php?team=South+Dakota","South+Dakota","Sum","conf.php?c=Sum","Sum",2020
"South Dakota St.","team.php?team=South+Dakota+St.","South+Dakota+St.","Sum","conf.php?c=Sum","Sum",2020
"South Florida","team.php?team=South+Florida","South+Florida","Amer","conf.php?c=Amer","Amer",2020
"Southeast Missouri St.","team.php?team=Southeast+Missouri+St.","Southeast+Missouri+St.","OVC","conf.php?c=OVC","OVC",2020
"Southeastern Louisiana","team.php?team=Southeastern+Louisiana","Southeastern+Louisiana","Slnd","conf.php?c=Slnd","Slnd",2020
"Southern","team.php?team=Southern","Southern","SWAC","conf.php?c=SWAC","SWAC",2020
"Southern Illinois","team.php?team=Southern+Illinois","Southern+Illinois","MVC","conf.php?c=MVC","MVC",2020
"Southern Miss","team.php?team=Southern+Miss","Southern+Miss","CUSA","conf.php?c=CUSA","CUSA",2020
"Southern Utah","team.php?team=Southern+Utah","Southern+Utah","BSky","conf.php?c=BSky","BSky",2020
"St. Bonaventure","team.php?team=St.+Bonaventure","St.+Bonaventure","A10","conf.php?c=A10","A10",2020
"St. Francis NY","team.php?team=St.+Francis+NY","St.+Francis+NY","NEC","conf.php?c=NEC","NEC",2020
"St. Francis PA","team.php?team=St.+Francis+PA","St.+Francis+PA","NEC","conf.php?c=NEC","NEC",2020
"St. John's","team.php?team=St.+John%27s","St.+John%27s","BE","conf.php?c=BE","BE",2020
"Stanford","team.php?team=Stanford","Stanford","P12","conf.php?c=P12","P12",2020
"Stephen F. Austin","team.php?team=Stephen+F.+Austin","Stephen+F.+Austin","Slnd","conf.php?c=Slnd","Slnd",2020
"Stetson","team.php?team=Stetson","Stetson","ASun","conf.php?c=ASun","ASun",2020
"Stony Brook","team.php?team=Stony+Brook","Stony+Brook","AE","conf.php?c=AE","AE",2020
"Syracuse","team.php?team=Syracuse","Syracuse","ACC","conf.php?c=ACC","ACC",2020
"TCU","team.php?team=TCU","TCU","B12","conf.php?c=B12","B12",2020
"Temple","team.php?team=Temple","Temple","Amer","conf.php?c=Amer","Amer",2020
"Tennessee","team.php?team=Tennessee","Tennessee","SEC","conf.php?c=SEC","SEC",2020
"Tennessee Martin","team.php?team=Tennessee+Martin","Tennessee+Martin","OVC","conf.php?c=OVC","OVC",2020
"Tennessee St.","team.php?team=Tennessee+St.","Tennessee+St.","OVC","conf.php?c=OVC","OVC",2020
"Tennessee Tech","team.php?team=Tennessee+Tech","Tennessee+Tech","OVC","conf.php?c=OVC","OVC",2020
"Texas","team.php?team=Texas","Texas","B12","conf.php?c=B12","B12",2020
"Texas A&M","team.php?team=Texas+A%26M","Texas+A%26M","SEC","conf.php?c=SEC","SEC",2020
"Texas A&M Corpus Chris","team.php?team=Texas+A%26M+Corpus+Chris","Texas+A%26M+Corpus+Chris","Slnd","conf.php?c=Slnd","Slnd",2020
"Texas Southern","team.php?team=Texas+Southern","Texas+Southern","SWAC","conf.php?c=SWAC","SWAC",2020
"Texas St.","team.php?team=Texas+St.","Texas+St.","SB","conf.php?c=SB","SB",2020
"Texas Tech","team.php?team=Texas+Tech","Texas+Tech","B12","conf.php?c=B12","B12",2020
"The Citadel","team.php?team=The+Citadel","The+Citadel","SC","conf.php?c=SC","SC",2020
"Toledo","team.php?team=Toledo","Toledo","MAC","conf.php?c=MAC","MAC",2020
"Towson","team.php?team=Towson","Towson","CAA","conf.php?c=CAA","CAA",2020
"Troy","team.php?team=Troy","Troy","SB","conf.php?c=SB","SB",2020
"Tulane","team.php?team=Tulane","Tulane","Amer","conf.php?c=Amer","Amer",2020
"Tulsa","team.php?team=Tulsa","Tulsa","Amer","conf.php?c=Amer","Amer",2020
"UAB","team.php?team=UAB","UAB","CUSA","conf.php?c=CUSA","CUSA",2020
"UC Davis","team.php?team=UC+Davis","UC+Davis","BW","conf.php?c=BW","BW",2020
"UC Irvine","team.php?team=UC+Irvine","UC+Irvine","BW","conf.php?c=BW","BW",2020
"UC Riverside","team.php?team=UC+Riverside","UC+Riverside","BW","conf.php?c=BW","BW",2020
"UC Santa Barbara","team.php?team=UC+Santa+Barbara","UC+Santa+Barbara","BW","conf.php?c=BW","BW",2020
"UCF","team.php?team=UCF","UCF","Amer","conf.php?c=Amer","Amer",2020
"UCLA","team.php?team=UCLA","UCLA","P12","conf.php?c=P12","P12",2020
"UMBC","team.php?team=UMBC","UMBC","AE","conf.php?c=AE","AE",2020
"UMKC","team.php?team=UMKC","UMKC","WAC","conf.php?c=WAC","WAC",2020
"UMass Lowell","team.php?team=UMass+Lowell","UMass+Lowell","AE","conf.php?c=AE","AE",2020
"UNC Asheville","team.php?team=UNC+Asheville","UNC+Asheville","BSth","conf.php?c=BSth","BSth",2020
"UNC Greensboro","team.php?team=UNC+Greensboro","UNC+Greensboro","SC","conf.php?c=SC","SC",2020
"UNC Wilmington","team.php?team=UNC+Wilmington","UNC+Wilmington","CAA","conf.php?c=CAA","CAA",2020
"UNLV","team.php?team=UNLV","UNLV","MWC","conf.php?c=MWC","MWC",2020
"USC","team.php?team=USC","USC","P12","conf.php?c=P12","P12",2020
"USC Upstate","team.php?team=USC+Upstate","USC+Upstate","BSth","conf.php?c=BSth","BSth",2020
"UT Arlington","team.php?team=UT+Arlington","UT+Arlington","SB","conf.php?c=SB","SB",2020
"UT Rio Grande Valley","team.php?team=UT+Rio+Grande+Valley","UT+Rio+Grande+Valley","WAC","conf.php?c=WAC","WAC",2020
"UTEP","team.php?team=UTEP","UTEP","CUSA","conf.php?c=CUSA","CUSA",2020
"UTSA","team.php?team=UTSA","UTSA","CUSA","conf.php?c=CUSA","CUSA",2020
"Utah","team.php?team=Utah","Utah","P12","conf.php?c=P12","P12",2020
"Utah St.","team.php?team=Utah+St.","Utah+St.","MWC","conf.php?c=MWC","MWC",2020
"Utah Valley","team.php?team=Utah+Valley","Utah+Valley","WAC","conf.php?c=WAC","WAC",2020
"VCU","team.php?team=VCU","VCU","A10","conf.php?c=A10","A10",2020
"VMI","team.php?team=VMI","VMI","SC","conf.php?c=SC","SC",2020
"Valparaiso","team.php?team=Valparaiso","Valparaiso","MVC","conf.php?c=MVC","MVC",2020
"Vanderbilt","team.php?team=Vanderbilt","Vanderbilt","SEC","conf.php?c=SEC","SEC",2020
"Vermont","team.php?team=Vermont","Vermont","AE","conf.php?c=AE","AE",2020
"Villanova","team.php?team=Villanova","Villanova","BE","conf.php?c=BE","BE",2020
"Virginia","team.php?team=Virginia","Virginia","ACC","conf.php?c=ACC","ACC",2020
"Virginia Tech","team.php?team=Virginia+Tech","Virginia+Tech","ACC","conf.php?c=ACC","ACC",2020
"Wagner","team.php?team=Wagner","Wagner","NEC","conf.php?c=NEC","NEC",2020
"Wake Forest","team.php?team=Wake+Forest","Wake+Forest","ACC","conf.php?c=ACC","ACC",2020
"Washington","team.php?team=Washington","Washington","P12","conf.php?c=P12","P12",2020
"Washington St.","team.php?team=Washington+St.","Washington+St.","P12","conf.php?c=P12","P12",2020
"Weber St.","team.php?team=Weber+St.","Weber+St.","BSky","conf.php?c=BSky","BSky",2020
"West Virginia","team.php?team=West+Virginia","West+Virginia","B12","conf.php?c=B12","B12",2020
"Western Carolina","team.php?team=Western+Carolina","Western+Carolina","SC","conf.php?c=SC","SC",2020
"Western Illinois","team.php?team=Western+Illinois","Western+Illinois","Sum","conf.php?c=Sum","Sum",2020
"Western Kentucky","team.php?team=Western+Kentucky","Western+Kentucky","CUSA","conf.php?c=CUSA","CUSA",2020
"Western Michigan","team.php?team=Western+Michigan","Western+Michigan","MAC","conf.php?c=MAC","MAC",2020
"Wichita St.","team.php?team=Wichita+St.","Wichita+St.","Amer","conf.php?c=Amer","Amer",2020
"William & Mary","team.php?team=William+%26+Mary","William+%26+Mary","CAA","conf.php?c=CAA","CAA",2020
"Winthrop","team.php?team=Winthrop","Winthrop","BSth","conf.php?c=BSth","BSth",2020
"Wisconsin","team.php?team=Wisconsin","Wisconsin","B10","conf.php?c=B10","B10",2020
"Wofford","team.php?team=Wofford","Wofford","SC","conf.php?c=SC","SC",2020
"Wright St.","team.php?team=Wright+St.","Wright+St.","Horz","conf.php?c=Horz","Horz",2020
"Wyoming","team.php?team=Wyoming","Wyoming","MWC","conf.php?c=MWC","MWC",2020
"Xavier","team.php?team=Xavier","Xavier","BE","conf.php?c=BE","BE",2020
"Yale","team.php?team=Yale","Yale","Ivy","conf.php?c=Ivy","Ivy",2020
"Youngstown St.","team.php?team=Youngstown+St.","Youngstown+St.","Horz","conf.php?c=Horz","Horz",2020
"Abilene Christian","team.php?team=Abilene+Christian","Abilene+Christian","Slnd","conf.php?c=Slnd","Slnd",2019
"Air Force","team.php?team=Air+Force","Air+Force","MWC","conf.php?c=MWC","MWC",2019
"Akron","team.php?team=Akron","Akron","MAC","conf.php?c=MAC","MAC",2019
"Alabama","team.php?team=Alabama","Alabama","SEC","conf.php?c=SEC","SEC",2019
"Alabama A&M","team.php?team=Alabama+A%26M","Alabama+A%26M","SWAC","conf.php?c=SWAC","SWAC",2019
"Alabama St.","team.php?team=Alabama+St.","Alabama+St.","SWAC","conf.php?c=SWAC","SWAC",2019
"Albany","team.php?team=Albany","Albany","AE","conf.php?c=AE","AE",2019
"Alcorn St.","team.php?team=Alcorn+St.","Alcorn+St.","SWAC","conf.php?c=SWAC","SWAC",2019
"American","team.php?team=American","American","Pat","conf.php?c=Pat","Pat",2019
"Appalachian St.","team.php?team=Appalachian+St.","Appalachian+St.","SB","conf.php?c=SB","SB",2019
"Arizona","team.php?team=Arizona","Arizona","P12","conf.php?c=P12","P12",2019
"Arizona St.","team.php?team=Arizona+St.","Arizona+St.","P12","conf.php?c=P12","P12",2019
"Arkansas","team.php?team=Arkansas","Arkansas","SEC","conf.php?c=SEC","SEC",2019
"Arkansas Pine Bluff","team.php?team=Arkansas+Pine+Bluff","Arkansas+Pine+Bluff","SWAC","conf.php?c=SWAC","SWAC",2019
"Arkansas St.","team.php?team=Arkansas+St.","Arkansas+St.","SB","conf.php?c=SB","SB",2019
"Army","team.php?team=Army","Army","Pat","conf.php?c=Pat","Pat",2019
"Auburn","team.php?team=Auburn","Auburn","SEC","conf.php?c=SEC","SEC",2019
"Austin Peay","team.php?team=Austin+Peay","Austin+Peay","OVC","conf.php?c=OVC","OVC",2019
"BYU","team.php?team=BYU","BYU","WCC","conf.php?c=WCC","WCC",2019
"Ball St.","team.php?team=Ball+St.","Ball+St.","MAC","conf.php?c=MAC","MAC",2019
"Baylor","team.php?team=Baylor","Baylor","B12","conf.php?c=B12","B12",2019
"Belmont","team.php?team=Belmont","Belmont","OVC","conf.php?c=OVC","OVC",2019
"Bethune Cookman","team.php?team=Bethune+Cookman","Bethune+Cookman","MEAC","conf.php?c=MEAC","MEAC",2019
"Binghamton","team.php?team=Binghamton","Binghamton","AE","conf.php?c=AE","AE",2019
"Boise St.","team.php?team=Boise+St.","Boise+St.","MWC","conf.php?c=MWC","MWC",2019
"Boston College","team.php?team=Boston+College","Boston+College","ACC","conf.php?c=ACC","ACC",2019
"Boston University","team.php?team=Boston+University","Boston+University","Pat","conf.php?c=Pat","Pat",2019
"Bowling Green","team.php?team=Bowling+Green","Bowling+Green","MAC","conf.php?c=MAC","MAC",2019
"Bradley","team.php?team=Bradley","Bradley","MVC","conf.php?c=MVC","MVC",2019
"Brown","team.php?team=Brown","Brown","Ivy","conf.php?c=Ivy","Ivy",2019
"Bryant","team.php?team=Bryant","Bryant","NEC","conf.php?c=NEC","NEC",2019
"Bucknell","team.php?team=Bucknell","Bucknell","Pat","conf.php?c=Pat","Pat",2019
